element_type,osmid,access,amenity,fee,parking,geometry,created_by,capacity,capacity:disabled,capacity:parent,maxheight,name,opening_hours,operator,wheelchair,source,noexit,barrier,charge,layer,maxstay,capacity:women,operator:wikidata,operator:wikipedia,bicycle,foot,note,motorcar,park_ride,description,operator:type,surface,addr:street,addr:city,addr:country,addr:housenumber,addr:postcode,survey:date,covered,capacity:wheelchair,designation,highway,capacity:car,capacity:motorcycle,alt_name,traffic_sign,website,hgv,access:conditional,parking:orientation,nodes,supervised,building,building:facade:colour,building:levels,building:levels:underground,building:material,building:max_level,building:min_level,roof:colour,roof:levels,roof:shape,name:etymology:wikidata,toll,capacity:long,source:maxheight,lit,smoothness,source:position,height,check_date:opening_hours,toilets:wheelchair,landuse,location,nohousenumber,ref,unimainz:buildingId,capacity:charging,fixme,bridge,check_date:fee,tourist_bus,FIXME,orientation,parking:condition,ways,type
node,9529148332,,parking,,street_side,POINT (8.2577152 50.0053981),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-19:00]",,,delivery @ (Mo-Sa 08:00-19:00),parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9529148338,,parking,,street_side,POINT (8.2595298 50.0046536),,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-19:00]",,,delivery @ (Mo-Sa 08:00-19:00),parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9529148339,,parking,,street_side,POINT (8.2595436 50.0044335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-19:00]",,,delivery @ (Mo-Sa 08:00-19:00),parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9529148340,,parking,,street_side,POINT (8.2606312 50.0042169),,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-19:00]",,,delivery @ (Mo-Sa 08:00-19:00),parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9661531155,private,parking,,underground,POINT (8.2907617 49.9798975),,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10034424554,private,parking,,underground,POINT (8.2398565 50.0084268),,200,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4380506,private,parking,,surface,"POLYGON ((8.2448133 49.995217, 8.2444395 49.9950369, 8.2451175 49.9944552, 8.2452016 49.9944957, 8.2454017 49.9945921, 8.2454913 49.9946352, 8.2448133 49.995217))",,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[26732294, 26732276, 2790458753, 2790458767, 2790458780, 2790458782, 26732294]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4427008,private,parking,no,surface,"POLYGON ((8.2387894 49.9882672, 8.2383746 49.9890664, 8.2383412 49.9891308, 8.2361788 49.9886784, 8.236229 49.9885892, 8.2364208 49.9882598, 8.2366738 49.9878251, 8.2387894 49.9882672))",,,,,,Parkplatz Dalheimer Weg,,Johannes Gutenberg-Universität,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[27150638, 5616610926, 27150639, 5290503448, 5421888928, 5421888933, 27150637, 27150638]",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,15584405,customers,parking,no,surface,"POLYGON ((8.2373559 49.9673733, 8.237384 49.9672355, 8.2375749 49.9671343, 8.2376198 49.9671598, 8.2376771 49.9671924, 8.2375299 49.9672548, 8.2374824 49.9673499, 8.2375681 49.9674308, 8.2376991 49.9675544, 8.237772 49.9676231, 8.2377493 49.9676426, 8.2373012 49.967601, 8.2373559 49.9673733))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[155446682, 1139734876, 4548987867, 8825315024, 1139734896, 1139735074, 4548987868, 7781362821, 7781362820, 1139734804, 155446689, 155446703, 155446682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,15584408,customers,parking,no,surface,"POLYGON ((8.2373013 49.967834, 8.2373357 49.9676787, 8.2384374 49.9677939, 8.2383518 49.9680982, 8.2382824 49.9680886, 8.2379296 49.9680546, 8.2377554 49.9680378, 8.2377165 49.9680341, 8.2376446 49.9683428, 8.2374485 49.9683228, 8.2374195 49.9682995, 8.2373744 49.9682735, 8.2373054 49.9681257, 8.2372731 49.9680987, 8.2372586 49.9680513, 8.2372866 49.9679132, 8.2373013 49.967834))",,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[676427293, 155446707, 155446713, 1139734809, 1139734914, 1139735031, 780233817, 1544832734, 155446721, 1139734984, 1544832735, 155446725, 155446729, 4548987878, 155446733, 4548987877, 676427293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,15584414,customers,parking,no,street_side,"POLYGON ((8.2426109 49.968774, 8.2421846 49.9684643, 8.2422222 49.9684436, 8.2417835 49.9681317, 8.2420064 49.9680056, 8.2418833 49.9679073, 8.2420074 49.9678465, 8.2421638 49.9678424, 8.2430647 49.9685249, 8.2426109 49.968774))",,,,,,,,,,yahoo sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[155446774, 4548987840, 4548987839, 155446780, 4295150378, 4295150376, 1544807347, 155446783, 155446789, 155446774]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,15584417,customers,parking,no,surface,"POLYGON ((8.2409416 49.9682642, 8.240172 49.9678184, 8.2403468 49.9677051, 8.2407422 49.9679928, 8.2413762 49.9676324, 8.2409808 49.9673447, 8.2409347 49.9673118, 8.2413223 49.9670745, 8.241999 49.9675678, 8.2416874 49.9677484, 8.2417558 49.9677967, 8.2409416 49.9682642))",,,,,,,,,,yahoo sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[155446801, 155446807, 155446811, 155446814, 155446821, 155446826, 4548987845, 155446830, 4548987843, 4548987844, 155446838, 155446801]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,15584420,customers,parking,no,surface,"POLYGON ((8.243207 49.9694586, 8.2431122 49.9695096, 8.2432646 49.9695568, 8.243376 49.969509, 8.2434769 49.9695769, 8.2439871 49.9693167, 8.2439508 49.9692837, 8.2438664 49.9691967, 8.2438988 49.9691771, 8.2436894 49.9690009, 8.2436263 49.969026, 8.2437909 49.9691581, 8.2437168 49.9691996, 8.2436503 49.9692332, 8.243207 49.9694586))",,,,,,,,,,yahoo sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[155446843, 10842011060, 2050573638, 10842011059, 155446849, 2050573618, 155446856, 10842011061, 261687053, 155446763, 155446860, 10842011062, 3305452170, 821348101, 155446843]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,15585871,customers,parking,no,surface,"POLYGON ((8.2366194 49.9696399, 8.2365489 49.9696332, 8.2363587 49.9696149, 8.2363695 49.9695684, 8.2360279 49.9695355, 8.2359348 49.9695577, 8.2361329 49.969836, 8.2365616 49.9698746, 8.2366194 49.9696399))",,35,,,,,,,,,,,,,,,,,,,,,,Kundenparkplatz Edeka,,,,,,,,,,,,,,,,,,,,,"[155460297, 479425238, 479425232, 479425227, 479425222, 155460302, 155460307, 1137960690, 155460297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,16363754,private,parking,,,"POLYGON ((8.2659303 49.976628, 8.2668047 49.9768119, 8.2668805 49.9764137, 8.2659854 49.9764545, 8.2659303 49.976628))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[168458915, 168458920, 168458927, 168458934, 168458915]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,17697408,customers,parking,no,surface,"POLYGON ((8.2380099 49.9720556, 8.238075 49.972145, 8.238017 49.9721626, 8.2380944 49.9722687, 8.2382258 49.9722289, 8.2381952 49.9721869, 8.2382586 49.9721677, 8.2382414 49.9721441, 8.2383061 49.9721245, 8.2382749 49.9720816, 8.2383453 49.9720603, 8.2382818 49.9719732, 8.2380099 49.9720556))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[183369292, 2041277944, 2041277945, 183369298, 1117440965, 1117440989, 1117440967, 2041277942, 2041277939, 1117440931, 183369306, 183369311, 183369292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18495573,yes,parking,no,surface,"POLYGON ((8.2757115 49.9575595, 8.2758434 49.9572636, 8.2759498 49.9572811, 8.2761325 49.9573354, 8.2760434 49.957619, 8.2757115 49.9575595))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[190788165, 190788168, 190788180, 190788186, 190788189, 190788165]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18622351,yes,parking,no,surface,"POLYGON ((8.2797009 49.9577299, 8.2794263 49.9574601, 8.2789984 49.9569324, 8.2790831 49.9569096, 8.2795143 49.9574334, 8.2798829 49.9573217, 8.2798322 49.9576909, 8.2798024 49.9577936, 8.2797009 49.9577299))",,40,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,"[192113525, 192113529, 10787031830, 10787031829, 10787031828, 192113533, 2049653594, 10790544986, 192113525]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18791882,customers,parking,no,surface,"POLYGON ((8.2292045 49.9675322, 8.2284078 49.9680164, 8.2283061 49.9679471, 8.2280111 49.9681263, 8.2280973 49.9681851, 8.2279674 49.968264, 8.2284983 49.9686257, 8.2285955 49.9685667, 8.2287003 49.9686381, 8.2288054 49.9686042, 8.2288536 49.968637, 8.2298964 49.9680032, 8.2292045 49.9675322))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6469816973, 254799232, 6469816975, 6469816976, 194102798, 1175615293, 6469816966, 6469816967, 6469816968, 6469816969, 6469816970, 6469816972, 6469816973]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18791883,customers,parking,no,surface,"POLYGON ((8.2297195 49.9662765, 8.2303902 49.9667326, 8.2309502 49.9663951, 8.2304543 49.9660235, 8.2306322 49.9659112, 8.2302779 49.9656651, 8.2296712 49.9660128, 8.2297687 49.9660798, 8.2297195 49.9662765))",,,,,,,,,,yahoo sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[194102821, 194102828, 194102832, 1584123509, 5329018817, 194102835, 1584123543, 1584123542, 194102821]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18830984,permissive,parking,,,"POLYGON ((8.2627107 49.9644426, 8.2627263 49.9641391, 8.2627392 49.9638878, 8.2616026 49.9638637, 8.2615878 49.9641517, 8.2618307 49.9641563, 8.2624874 49.9641713, 8.2624862 49.9641932, 8.2624727 49.9644392, 8.2627107 49.9644426))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[194539719, 919789734, 194539725, 194539727, 194539729, 734815267, 194539734, 734815258, 194539739, 194539719]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18831398,permissive,parking,,surface,"POLYGON ((8.2698612 49.9658992, 8.2698598 49.9658663, 8.269847 49.9655615, 8.2698077 49.9655248, 8.2691913 49.9655266, 8.269194 49.9656032, 8.2691926 49.9658586, 8.2691924 49.9658968, 8.2698612 49.9658992))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[194548507, 769116684, 697202501, 194548513, 194548521, 734816410, 734816411, 194548535, 194548507]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18833045,customers,parking,no,surface,"POLYGON ((8.2568889 49.9571487, 8.2567795 49.9573964, 8.2570239 49.9574411, 8.2571333 49.9571934, 8.2568889 49.9571487))",,,,,,Sparda-Bank Kundenparkplatz,,Sparda-Bank Südwest eG,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[194580937, 194580948, 194580953, 194580959, 194580937]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18950138,yes,parking,yes,surface,"POLYGON ((8.268471 49.9590975, 8.2681869 49.9591974, 8.2680028 49.959239, 8.2677475 49.9592837, 8.267781 49.9593239, 8.2676808 49.9593434, 8.2678041 49.9596112, 8.2679985 49.9595628, 8.2680501 49.9595822, 8.2682466 49.9593419, 8.2683238 49.9593628, 8.2683833 49.9593828, 8.2685074 49.959256, 8.2684534 49.9592314, 8.268533 49.9591353, 8.268471 49.9590975))",,,,,,Mühldreieck,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[196136021, 6603844984, 6603868885, 6603868886, 6603868887, 196136028, 196136038, 6603844978, 6603844979, 335790081, 196136046, 6603844980, 6603844981, 6603844982, 6603844983, 196136021]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,19125093,yes,parking,no,surface,"POLYGON ((8.2638319 49.9834709, 8.2639415 49.9835276, 8.264072 49.9833156, 8.2641857 49.9831743, 8.2642861 49.9830645, 8.2641307 49.9830567, 8.2640883 49.9830899, 8.2638319 49.9834709))",,,,,,Berliner Treff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[198298390, 198298394, 198298399, 198298403, 198298409, 198298414, 198298418, 198298390]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,19431043,permissive,parking,,surface,"POLYGON ((8.2685405 49.9689381, 8.2693597 49.9689589, 8.2693771 49.9686756, 8.2692777 49.9686731, 8.268558 49.9686547, 8.2685405 49.9689381))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[202074071, 202074077, 202074084, 919700307, 202074087, 202074071]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,19527565,yes,parking,no,surface,"POLYGON ((8.2504811 49.9905411, 8.2505691 49.9905451, 8.2507847 49.9905541, 8.2509086 49.9899808, 8.2513186 49.9900093, 8.2513811 49.9896941, 8.250634 49.9896412, 8.2504811 49.9905411))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[202877321, 5616643637, 2229836010, 2229836001, 202877324, 202877325, 202877326, 202877321]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,19527749,yes,parking,no,surface,"POLYGON ((8.2466222 50.0000177, 8.2468672 49.9984775, 8.2468581 49.9982541, 8.2466449 49.9982684, 8.2466601 49.9985096, 8.2466636 49.9985648, 8.2466536 49.9986572, 8.246634 49.9988729, 8.2461075 49.998917, 8.2455652 49.9989825, 8.2452969 49.9990131, 8.2451179 49.9990862, 8.2451021 49.9991311, 8.2450035 49.999694, 8.2449969 49.9998284, 8.2466222 50.0000177))",,,yes,no,,Stadionparkplatz,,,yes,,,,,,,no,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[202878769, 1878300097, 202878771, 1878300093, 5149839130, 1878300100, 5149838900, 1878300102, 202878772, 202878775, 202878777, 538991771, 417785040, 2063342898, 202878778, 202878769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,19751377,yes,parking,no,surface,"POLYGON ((8.2642612 49.9564569, 8.2646732 49.9564768, 8.2648283 49.955343, 8.2644082 49.9553195, 8.2642612 49.9564569))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[205433520, 205433521, 205433523, 205433526, 205433520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,19987747,customers,parking,no,surface,"POLYGON ((8.2179496 50.0128017, 8.21868 50.0128455, 8.2186961 50.0128389, 8.2187106 50.0127423, 8.2187154 50.0127156, 8.2187387 50.0125589, 8.2187857 50.0122466, 8.218721 50.0122154, 8.2188146 50.0116278, 8.2178431 50.0116435, 8.2176968 50.0116691, 8.2175663 50.0117812, 8.217523 50.0118833, 8.2179496 50.0128017))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[210530402, 210530404, 1321876549, 1321876541, 922020149, 922020045, 1321876576, 1321876558, 210530406, 922020121, 1321876554, 922020123, 210530407, 210530402]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,20014912,yes,parking,no,surface,"POLYGON ((8.2337243 49.9716278, 8.2331059 49.9720045, 8.2326501 49.971695, 8.2328193 49.9715919, 8.2330712 49.9717629, 8.2335204 49.9714893, 8.2337243 49.9716278))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[211092521, 211092527, 211092531, 211092538, 211092544, 211092551, 211092521]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,21402762,permissive,parking,no,surface,"POLYGON ((8.2697788 49.9717378, 8.269767 49.9714298, 8.2700554 49.9714553, 8.2701118 49.9717189, 8.2701093 49.9717717, 8.2697788 49.9717378))",,,,,,McDonalds Kundenparkplatz,,VOB Restaurant GmbH & Co.KG,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,"[230182531, 230182541, 230182554, 919700336, 230182565, 230182531]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22688024,customers,parking,no,surface,"POLYGON ((8.278355 49.98221, 8.2783907 49.9821975, 8.2791165 49.9819615, 8.2793435 49.9819354, 8.2798467 49.9819698, 8.279803 49.982331, 8.2793068 49.9823062, 8.2792298 49.9823193, 8.2790907 49.9821506, 8.2790512 49.9820972, 8.2784552 49.9822793, 8.2784232 49.982291, 8.278355 49.98221))",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[243321466, 243321458, 243321459, 2265542197, 243321460, 308777691, 2228728828, 243321462, 777571597, 243321463, 243321465, 2265542198, 243321466]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23238554,yes,parking,no,surface,"POLYGON ((8.2956975 49.9779315, 8.2960238 49.9775116, 8.2957777 49.9774224, 8.2957126 49.9775669, 8.2956975 49.9779315))",JOSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[251436804, 251436805, 251436806, 251436807, 251436804]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23500460,yes,parking,no,surface,"POLYGON ((8.204073 50.001198, 8.2043461 50.001303, 8.204493 50.0012998, 8.2051648 50.0006534, 8.2049601 50.0005843, 8.2048348 50.0005963, 8.2047661 50.0006029, 8.2046203 50.0007273, 8.2044257 50.0008934, 8.2044178 50.0009002, 8.2043189 50.0009852, 8.204073 50.001198))",,120,,,,Juxplatz,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[254503667, 3836926849, 254503668, 254503669, 7797020628, 7797020627, 254503670, 7797009607, 7797009597, 7797009595, 7797009592, 254503667]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23528990,customers,parking,no,surface,"POLYGON ((8.2278947 49.9692759, 8.2273179 49.9688782, 8.2273429 49.9688625, 8.2273214 49.9688461, 8.2277036 49.968605, 8.2277385 49.9685964, 8.227764 49.9685955, 8.2277841 49.9686003, 8.2283715 49.9689915, 8.2278947 49.9692759))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[254794190, 1498436329, 6469817100, 6469817099, 6469817098, 6469817097, 6469817096, 6469817095, 6469817094, 254794190]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23529313,customers,parking,no,surface,"POLYGON ((8.2313142 49.9663734, 8.2320734 49.9658671, 8.2330007 49.9665177, 8.2326793 49.9667073, 8.2326375 49.966678, 8.2325688 49.9666298, 8.2324282 49.9667128, 8.2323427 49.9666528, 8.231999 49.9668424, 8.2319498 49.9668102, 8.2318168 49.9667201, 8.2316699 49.9666178, 8.2315401 49.966528, 8.2313941 49.9664264, 8.2313142 49.9663734))",,,,,,,,,,yahoo sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[254798477, 5329024023, 1586182202, 254798481, 255403762, 254798482, 8825315059, 5329024024, 254798483, 254798501, 254798498, 254798495, 254798493, 254798490, 254798477]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23529505,customers,parking,no,surface,"POLYGON ((8.2374239 49.9658506, 8.2377985 49.9658629, 8.238886 49.9663914, 8.2384671 49.9670187, 8.2383028 49.9669756, 8.2385475 49.9666165, 8.2384717 49.9665558, 8.238161 49.9665482, 8.2373745 49.9665168, 8.2374239 49.9658506))",,,,,,,,,,yahoo sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[254800393, 254800395, 254800396, 254800397, 254800398, 4548987861, 254800399, 261687013, 254800400, 254800393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23577312,yes,parking,yes,surface,"POLYGON ((8.2535119 50.0104154, 8.2535354 50.0104341, 8.2546327 50.0113051, 8.2547256 50.0112547, 8.253648 50.0103808, 8.2536232 50.0103594, 8.2535119 50.0104154))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[255321442, 8493621722, 255321443, 255321446, 8493621723, 255321450, 255321442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23577313,yes,parking,no,surface,"POLYGON ((8.2520749 50.0092227, 8.2534185 50.0103247, 8.253507 50.0102794, 8.2521663 50.0091835, 8.2520749 50.0092227))",JOSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[255321459, 255321460, 255321457, 255321465, 255321459]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23577497,yes,parking,yes,surface,"POLYGON ((8.255879 50.0123149, 8.2559604 50.0122713, 8.2548252 50.0113196, 8.2547058 50.0113773, 8.255879 50.0123149))",JOSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[255322968, 255322969, 255322970, 255322971, 255322968]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23577529,yes,parking,yes,surface,"POLYGON ((8.2559819 50.012388, 8.2560793 50.0123456, 8.2570314 50.0130886, 8.2569341 50.0131498, 8.2559819 50.012388))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[255323242, 255323245, 255323247, 255323251, 255323242]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23577689,yes,parking,yes,surface,"POLYGON ((8.2570681 50.0132572, 8.257165 50.0131945, 8.2579363 50.0137197, 8.2578479 50.0137724, 8.2570681 50.0132572))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[255324543, 255324542, 255324545, 255324544, 255324543]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23578209,yes,parking,"€ 1.80 – € 2 per hour, € 20.50 max. per day; local rebates apply",multi-storey,"POLYGON ((8.2564024 49.9993387, 8.2561294 49.9990958, 8.2562757 49.9990275, 8.2562539 49.9990081, 8.2563234 49.9989757, 8.2563356 49.9989865, 8.2563452 49.9989951, 8.2565006 49.9989225, 8.2566706 49.9990753, 8.256743 49.9991422, 8.2569413 49.9993146, 8.2570397 49.9994021, 8.2569444 49.9994466, 8.2569669 49.9994667, 8.256939 49.9994797, 8.2569128 49.9994919, 8.2569382 49.9995145, 8.2568661 49.9995481, 8.2568411 49.9995259, 8.2567899 49.9995497, 8.2567669 49.9995292, 8.2567445 49.9995397, 8.2566683 49.9995752, 8.2564804 49.9994081, 8.2564277 49.9994327, 8.2563886 49.9993979, 8.2563498 49.9993633, 8.2564024 49.9993387))",,746,,,,Taubertsberg (HBF P4),24/7,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1843180525, 255328299, 1843180522, 1843180520, 1843180516, 1843180518, 1843180519, 255328301, 8766147817, 4161979303, 1843180524, 255328304, 1843180530, 1843180531, 4161566991, 1843180532, 1843180537, 1843180542, 1843180538, 1843180543, 1843180539, 1843180541, 255328296, 1843180528, 1843180529, 1843180527, 1843180526, 1843180525]",,garages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23578310,customers,parking,"€ 1.80 – € 2 per hour, € 20.50 max. per day;10% discount with debit payments",multi-storey,"POLYGON ((8.2588034 49.999226, 8.2586867 49.9993122, 8.2588952 49.9993922, 8.2589976 49.9992656, 8.2591029 49.9992947, 8.2593536 49.9986514, 8.2597257 49.9984534, 8.2594803 49.9983215, 8.2592554 49.998453, 8.2589176 49.9987602, 8.2588034 49.999226))",,1105,,,2,CityPort (HBF P5),"Mo-Su,PH 00:00-24:00",Parken in Mainz,,"local_knowledge, website",,,,,unlimited;7+ days require check with supervisor (level 4),,,,,,,,yes,24 Stunden geöffnet Faire Abrechnung im 30-Minuten-Takt 10% Rabatt bei Zahlung mit Karte Parkticket = Fahrschein für Bus und Bahn Frauenparkplätze Eltern & Kind-Parkplätze Behindertenparkplätze mit Aufzug vom Parkdeck auf die Straße Notrufsäulen in jeder,,,Linsenberg,Mainz,,3,55131,,,yes,City Port,,,,,,www.parken-in-mainz.de,,,,"[255328848, 2329198925, 2329198926, 2329198924, 700748486, 255328850, 701334494, 255328852, 255328853, 255328854, 255328848]",,parking,white,2,3,concrete,2,-3,#ccc,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,
way,23583036,yes,parking,yes,surface,"POLYGON ((8.2592199 50.002857, 8.2592748 50.0028674, 8.2597544 50.0026858, 8.2597329 50.0026612, 8.259644 50.0025631, 8.2590715 50.0027633, 8.2591473 50.0028001, 8.2592199 50.002857))",,31,,,,Anna-Seghers-Platz,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[255380084, 2454330385, 255380085, 255380089, 255380086, 255380091, 255380087, 255380084]",,,,,,,,,,,,Q57393,,,,,,,,,,,,,,,,,,,,,,,,
way,23597783,customers,parking,no,surface,"POLYGON ((8.2353535 50.0221898, 8.2362057 50.0228957, 8.2359655 50.023006, 8.2360072 50.023078, 8.2368274 50.0227882, 8.2358212 50.0219861, 8.2357667 50.0219816, 8.2356293 50.0220622, 8.2353535 50.0221898))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[255556364, 1616230271, 1616230292, 1616230297, 1616230259, 255556372, 1616230205, 255556373, 255556364]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23603217,private,parking,,surface,"POLYGON ((8.2180363 50.0172194, 8.2175248 50.016858, 8.2176123 50.0168077, 8.2177176 50.0167454, 8.218196 50.0170835, 8.218229 50.0171068, 8.2180363 50.0172194))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[255620475, 255620476, 3732189245, 255620477, 3732189240, 255620478, 255620475]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
